,AID,CID,Activity Outcome,Protein Accession,SMILES
2211469,1671197,6732.0,Active,AAV41877,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
2211471,1671197,6654.0,Inactive,AAV41877,CC1=CCC2CC1C2(C)C
2211473,1671197,7271.0,Inactive,AAV41877,C1=C(C(=CC(=C1Cl)Cl)Cl)O
2211475,1671197,8359.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)OC(=O)N2
2211477,1671197,7022.0,Active,AAV41877,C1=CC(=CC2=C(C=C(C=C21)S(=O)(=O)O)O)N
2211479,1671197,6936.0,Inactive,AAV41877,CC1=CC(=C(C=C1Cl)S(=O)(=O)O)N
2211481,1671197,7298.0,Inactive,AAV41877,C1CCC(C1)O
2211485,1671197,6719.0,Active,AAV41877,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O
2211487,1671197,6649.0,Active,AAV41877,C1=CC(=CC=C1OC2=CC=C(C=C2)S(=O)(=O)NN)S(=O)(=O)NN
2211489,1671197,7276.0,Active,AAV41877,C1C(O1)C2=CC=CC=C2
2211491,1671197,8354.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)N(C2=O)CO
2211493,1671197,7000.0,Active,AAV41877,COC1=CC=CC=C1N
2211495,1671197,6868.0,Active,AAV41877,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O
2211497,1671197,7232.0,Active,AAV41877,C1CCC(CC1)NSC2=NC3=CC=CC=C3S2
2211499,1671197,7948.0,Active,AAV41877,CC1=CC(=CC(=C1)O)C
2211501,1671197,6528.0,Active,AAV41877,CC1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
2211503,1671197,6595.0,Inactive,AAV41877,CC(=C)C(=O)N
2211505,1671197,7261.0,Active,AAV41877,CC1=C(C=C(C=C1)N)N
2211507,1671197,8305.0,Active,AAV41877,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl
2211509,1671197,6978.0,Active,AAV41877,CC1=CC(=C(C=C1)N)[N+](=O)[O-]
2211511,1671197,6828.0,Active,AAV41877,CCN(C1=CC=CC=C1)C(=O)N(CC)C2=CC=CC=C2
2211513,1671197,7240.0,Inactive,AAV41877,C1=CC=C(C(=C1)N)Cl
2211515,1671197,7896.0,Inactive,AAV41877,CC(CCO)O
2211517,1671197,6515.0,Inactive,AAV41877,CCO[Si](CC)(OCC)OCC
2211523,1671197,8298.0,Inactive,AAV41877,CC1CC(CC(C1)(C)C)O
2211525,1671197,6909.0,Inactive,AAV41877,C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl
2211527,1671197,6811.0,Inactive,AAV41877,C1=CC=C2C(=C1)C(=O)OC2=O
2211529,1671197,7158.0,Inactive,AAV41877,CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl
2211531,1671197,7869.0,Inactive,AAV41877,CC(=CC(C)(C)C)C
2211533,1671197,6348.0,Active,AAV41877,C(=S)=S
2211537,1671197,7173.0,Active,AAV41877,CC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl
2211539,1671197,8304.0,Inactive,AAV41877,CC(C)OP(OC(C)C)OC(C)C
2211541,1671197,6640.0,Inactive,AAV41877,CC(C)C1=CC=C(C=C1)S(=O)(=O)O
2211543,1671197,6800.0,Inactive,AAV41877,CCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br
2211545,1671197,7151.0,Inactive,AAV41877,COC(=O)C1=CN=CC=C1
2211547,1671197,7860.0,Inactive,AAV41877,C(=O)C=O
2211553,1671197,7127.0,Inactive,AAV41877,COC1=C(C=C(C=C1)CC=C)OC
2211555,1671197,8199.0,Active,AAV41877,CCCCCCOCCOCCO
2211557,1671197,6593.0,Inactive,AAV41877,C(C(=O)Cl)(Cl)Cl
2211561,1671197,7095.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=CC=CC=C2
2211563,1671197,7793.0,Active,AAV41877,C[C@@H](CCC=C(C)C)CCO
2211565,1671197,6257.0,Inactive,AAV41877,COC1=CC=CC=C1OCC2CNC(=O)O2
2211567,1671197,6537.0,Active,AAV41877,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC
2211569,1671197,7098.0,Active,AAV41877,CCN(CC1=CC=CC=C1)C2=CC=CC=C2
2211571,1671197,8228.0,Active,AAV41877,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
2211573,1671197,6540.0,Active,AAV41877,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
2211575,1671197,6739.0,Inactive,AAV41877,CC1=C(C(=CC=C1)[N+](=O)[O-])C
2211577,1671197,7076.0,Active,AAV41877,C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3
2211579,1671197,7812.0,Active,AAV41877,C1=CC(=CC=C1N)Cl
2211581,1671197,6269.0,Inactive,AAV41877,CC1=CC=C(C=C1)S(=O)(=O)N
2211583,1671197,6501.0,Active,AAV41877,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2
2211587,1671197,8165.0,Inactive,AAV41877,CCOCCOCCOC(=O)C
2211589,1671197,6503.0,Inactive,AAV41877,C(C(CO)(CO)N)O
2211591,1671197,6709.0,Active,AAV41877,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl
2211593,1671197,7064.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N
2211595,1671197,7031.0,Active,AAV41877,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C
2211597,1671197,6216.0,Inactive,AAV41877,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O
2211599,1671197,6427.0,Inactive,AAV41877,C(C(F)(Cl)Cl)(F)(Cl)Cl
2211601,1671197,7062.0,Active,AAV41877,CCN(CC)C1=CC(=CC=C1)O
2211603,1671197,8723.0,Active,AAV41877,CCC(C)CO
2211605,1671197,6492.0,Inactive,AAV41877,C1C=CC2C1C3CC2C=C3
2211607,1671197,6575.0,Inactive,AAV41877,C(=C(Cl)Cl)Cl
2211609,1671197,7050.0,Active,AAV41877,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C
2211611,1671197,7094.0,Inactive,AAV41877,C1CCC(CC1)C2CCCCC2
2211613,1671197,6230.0,Active,AAV41877,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
2211615,1671197,6129.0,Active,AAV41877,CNC(=O)OC1=CC=CC2=CC=CC=C21
2211617,1671197,7018.0,Active,AAV41877,C1C2=CC=CC=C2C(=O)C3=CC=CC=C31
2211619,1671197,8736.0,Inactive,AAV41877,C(C(C(=O)[O-])O)C(=O)[O-].[Na+].[Na+]
2211623,1671197,6529.0,Active,AAV41877,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C
2211625,1671197,7027.0,Inactive,AAV41877,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O
2211627,1671197,6989.0,Active,AAV41877,CC1=CC(=C(C=C1)C(C)C)O
2211629,1671197,6213.0,Inactive,AAV41877,CS(=O)(=O)C
2211631,1671197,5963.0,Active,AAV41877,C[N+](C)(C)CC1=CC=CC=C1.[Cl-]
2211633,1671197,7003.0,Inactive,AAV41877,C1=CC=C2C(=C1)C=CC=C2Cl
2211635,1671197,8667.0,Inactive,AAV41877,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl
2211637,1671197,6872.0,Active,AAV41877,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O
2211639,1671197,7165.0,Inactive,AAV41877,CCOC(=O)C1=CC=CC=C1
2211641,1671197,7017.0,Active,AAV41877,C1=CC=C(C=C1)C2=CC=CC=C2O
2211643,1671197,6991.0,Inactive,AAV41877,CC1=CC(=C(C=C1)[N+](=O)[O-])C
2211645,1671197,6163.0,Inactive,AAV41877,CCOS(=O)(=O)OCC
2211647,1671197,5780.0,Inactive,AAV41877,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
2211649,1671197,6974.0,Inactive,AAV41877,CC1=CC(=C(C=C1)C)[N+](=O)[O-]
2211651,1671197,8693.0,Active,AAV41877,CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC
2211653,1671197,6678.0,Inactive,AAV41877,C1=CC2=C3C(=CC=C4C3=C1C(=O)OC4=O)C(=O)OC2=O
2211655,1671197,7180.0,Active,AAV41877,C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O
2211657,1671197,6915.0,Inactive,AAV41877,CCC(CC)C(=O)O
2211659,1671197,6866.0,Inactive,AAV41877,C1=CC2=C(C=CN=C2C=C1Cl)Cl
2211661,1671197,6103.0,Inactive,AAV41877,C1=CC2=C(C=C1Cl)N=C(O2)N
2211663,1671197,5920.0,Inactive,AAV41877,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
2211665,1671197,6895.0,Active,AAV41877,C1=CC(=C(C(=C1)Cl)Cl)Cl
2211667,1671197,8491.0,Inactive,AAV41877,CC1=C(C=C(C=C1)[N+](=O)[O-])Cl
2211669,1671197,6772.0,Active,AAV41877,CCC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O
2211671,1671197,7116.0,Active,AAV41877,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1N
2211673,1671197,6984.0,Inactive,AAV41877,CCC(C)C1=CC=CC=C1O
2211675,1671197,6912.0,Active,AAV41877,C([C@H](C([C@H](CO)O)O)O)O
2211677,1671197,5859.0,Active,AAV41877,CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC
2211679,1671197,5761.0,Active,AAV41877,CCN(CC)C(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
2211681,1671197,6836.0,Active,AAV41877,CCN1C2=CC=CC=C2C3=CC=CC=C31
2211683,1671197,8471.0,Active,AAV41877,CCN(CC)CC
2211687,1671197,7066.0,Inactive,AAV41877,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2
2211689,1671197,6785.0,Active,AAV41877,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC
2211691,1671197,6796.0,Active,AAV41877,C1=CC=C2C(=C1)C=CC3=C2C=CC=N3
2211693,1671197,5815.0,Active,AAV41877,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
2211695,1671197,5543.0,Active,AAV41877,CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl
2211697,1671197,6810.0,Active,AAV41877,C1C=CCC2C1C(=O)OC2=O
2211699,1671197,8413.0,Active,AAV41877,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N
2211701,1671197,6409.0,Active,AAV41877,C(C(F)(F)F)O
2211703,1671197,7108.0,Active,AAV41877,C1=CC=C2C(=C1)NC3=CC=CC=C3S2
2211705,1671197,6669.0,Active,AAV41877,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C
2211707,1671197,6643.0,Inactive,AAV41877,CCC(C)(C)C1=CC=C(C=C1)O
2211709,1671197,5831.0,Inactive,AAV41877,C[N+](C)(C)CCOC(=O)N.[Cl-]
2211711,1671197,5443.0,Inactive,AAV41877,C1=CC=C(C(=C1)C(=O)O)S
2211713,1671197,6749.0,Active,AAV41877,C1=CC2=C(C=CC=C2O)C(=C1)O
2211715,1671197,8554.0,Active,AAV41877,COC(=O)C1=CC=CC=C1C(=O)OC
2211717,1671197,6228.0,Inactive,AAV41877,CN(C)C=O
2211721,1671197,6702.0,Active,AAV41877,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)N
2211723,1671197,6620.0,Active,AAV41877,CC1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C)O
2211725,1671197,5770.0,Inactive,AAV41877,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
2211727,1671197,5362.0,Inactive,AAV41877,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O
2211729,1671197,6736.0,Inactive,AAV41877,CC1=CNC2=CC=CC=C12
2211731,1671197,8663.0,Active,AAV41877,C1=CC=C2C=C(C=CC2=C1)O
2211735,1671197,6944.0,Inactive,AAV41877,CC1=CC=CC=C1[N+](=O)[O-]
2211737,1671197,6497.0,Inactive,AAV41877,COS(=O)(=O)OC
2211739,1671197,6572.0,Inactive,AAV41877,CC(C#N)O
2211741,1671197,5753.0,Active,AAV41877,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O
2211743,1671197,5356.0,Inactive,AAV41877,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N
2211745,1671197,6619.0,Active,AAV41877,CC(C)(C1=CC(=C(C(=C1)Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl
2211747,1671197,7375.0,Inactive,AAV41877,C1=CC(=CC(=C1)N)C(F)(F)F
2211749,1671197,6456.0,Active,AAV41877,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)Cl
2211751,1671197,6961.0,Inactive,AAV41877,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O
2211753,1671197,6491.0,Inactive,AAV41877,CC1(C(=O)NC(=O)N1)C
2211759,1671197,5330.0,Inactive,AAV41877,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N
2211761,1671197,6621.0,Active,AAV41877,C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)Cl
2211763,1671197,7335.0,Inactive,AAV41877,CC1=CCC(CC1OC(=O)C)C(=C)C
2211765,1671197,5853.0,Active,AAV41877,COP(=O)(C(C(Cl)(Cl)Cl)O)OC
2211769,1671197,6446.0,Active,AAV41877,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F
2211771,1671197,6525.0,Inactive,AAV41877,C#CC1(CCCCC1)O
2211773,1671197,5753.0,Active,AAV41877,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O
2211775,1671197,5325.0,Inactive,AAV41877,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
2211777,1671197,6737.0,Inactive,AAV41877,C1=CC(=C(C(=C1)Cl)C=O)Cl
2211779,1671197,7360.0,Inactive,AAV41877,C1CC(OC1)CO
2211781,1671197,5798.0,Inactive,AAV41877,C1=CC=C2C(=C1)NC=N2
2211783,1671197,7031.0,Active,AAV41877,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C
2211785,1671197,6442.0,Inactive,AAV41877,CC(C)(CO)[N+](=O)[O-]
2211787,1671197,6503.0,Inactive,AAV41877,C(C(CO)(CO)N)O
2211789,1671197,5720.0,Inactive,AAV41877,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
2211791,1671197,5324.0,Inactive,AAV41877,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N
2211793,1671197,6569.0,Inactive,AAV41877,CCC(=O)C
2211795,1671197,7331.0,Active,AAV41877,COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)[N+](=O)[O-]
2211797,1671197,5934.0,Active,AAV41877,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C
2211799,1671197,6517.0,Inactive,AAV41877,CCO[Si](OCC)(OCC)OCC
2211801,1671197,6406.0,Active,AAV41877,CC(C)(C#N)O
2211803,1671197,6301.0,Inactive,AAV41877,CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
2211805,1671197,5656.0,Inactive,AAV41877,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
2211807,1671197,5281.0,Inactive,AAV41877,CCCCCCCCCCCCCCCCCC(=O)O
2211811,1671197,7302.0,Inactive,AAV41877,C1CC(=O)OC1
2211813,1671197,6010.0,Active,AAV41877,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C
2211815,1671197,6510.0,Inactive,AAV41877,CCC(CO)(CO)CO
2211819,1671197,6495.0,Active,AAV41877,CC(C)(OC)OC
2211821,1671197,5597.0,Inactive,AAV41877,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2
2211823,1671197,5265.0,Inactive,AAV41877,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
2211825,1671197,6610.0,Active,AAV41877,CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O
2211827,1671197,7563.0,Active,AAV41877,C1=CC=C(C=C1)CC2=CC=C(C=C2)O
2211829,1671197,6035.0,Inactive,AAV41877,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O
2211831,1671197,6416.0,Inactive,AAV41877,CC(=O)C(C)(C)C
2211833,1671197,6635.0,Active,AAV41877,C1=CC(=CC=C1OS(=O)(=O)C2=CC=C(C=C2)Cl)Cl
2211835,1671197,6383.0,Active,AAV41877,C(Cl)(Cl)(Cl)Br
2211837,1671197,5546.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
2211839,1671197,5192.0,Inactive,AAV41877,C(CCCCC(=O)O)CCCC(=O)O
2211841,1671197,6607.0,Active,AAV41877,CC#C[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4=CC(=O)CC[C@]34C)C)C)O
2211843,1671197,7550.0,Inactive,AAV41877,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
2211845,1671197,5755.0,Inactive,AAV41877,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
2211847,1671197,6305.0,Active,AAV41877,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
2211849,1671197,6571.0,Inactive,AAV41877,CC(=O)CCl
2211851,1671197,6364.0,Inactive,AAV41877,CC(C)S
2211853,1671197,5585.0,Inactive,AAV41877,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
2211855,1671197,112039.0,Inactive,AAV41877,CC(=O)C(CC(=O)OC)C(=O)OC
2211857,1671197,6561.0,Active,AAV41877,CC(C)C=O
2211859,1671197,7421.0,Active,AAV41877,CN(C)C1=CC(=CC=C1)O
2211861,1671197,5765.0,Inactive,AAV41877,C1=CC(=C(C(=C1)Cl)Cl)C(=O)O
2211865,1671197,6618.0,Active,AAV41877,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br
2211867,1671197,6336.0,Active,AAV41877,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl
2211869,1671197,5455.0,Active,AAV41877,CN(C)C(=S)SSC(=S)N(C)C
2211871,1671197,110635.0,Inactive,AAV41877,CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
2211873,1671197,6516.0,Inactive,AAV41877,CCO[Si](C=C)(OCC)OCC
2211875,1671197,7547.0,Active,AAV41877,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl
2211877,1671197,5717.0,Inactive,AAV41877,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
2211879,1671197,6238.0,Active,AAV41877,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
2211881,1671197,6549.0,Inactive,AAV41877,CC(=CCCC(C)(C=C)O)C
2211883,1671197,6300.0,Inactive,AAV41877,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
2211885,1671197,5536.0,Inactive,AAV41877,CCOC1=CC(=C(C=C1C(=O)CCC(=O)O)OCC)OCC
2211889,1671197,6504.0,Active,AAV41877,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C
2211891,1671197,7064.0,Inactive,AAV41877,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N
2211893,1671197,5503.0,Active,AAV41877,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
2211895,1671197,6099.0,Active,AAV41877,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
2211897,1671197,6505.0,Active,AAV41877,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C
2211901,1671197,5430.0,Active,AAV41877,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
2211903,1671197,104610.0,Active,AAV41877,CCOC(=O)N1CCC(CC1)N2C3=C(C=C(C=C3)Cl)NC2=O
2211905,1671197,6478.0,Inactive,AAV41877,C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl
2211907,1671197,6997.0,Inactive,AAV41877,CCC1=CC=CC=C1O
2211909,1671197,5468.0,Active,AAV41877,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O
2211911,1671197,6001.0,Active,AAV41877,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C
2211913,1671197,6295.0,Active,AAV41877,CCC1=CC=C(C=C1)C(C2=CC=C(C=C2)CC)C(Cl)Cl
2211915,1671197,6207.0,Inactive,AAV41877,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
2211917,1671197,5383.0,Active,AAV41877,CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC
2211921,1671197,6461.0,Inactive,AAV41877,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-]
2211923,1671197,7067.0,Active,AAV41877,CCN(CCO)C1=CC=CC(=C1)C
2211925,1671197,5394.0,Inactive,AAV41877,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
2211927,1671197,6099.0,Active,AAV41877,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
2211929,1671197,6285.0,Inactive,AAV41877,CC[N+](CC)(CC)CC.[Br-]
2211931,1671197,6143.0,Inactive,AAV41877,CC(C)C1=CC(=CC=C1)OC(=O)NC
2211933,1671197,5362.0,Active,AAV41877,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O
2211935,1671197,102678.0,Active,AAV41877,CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N.Cl.Cl
2211937,1671197,6397.0,Inactive,AAV41877,C[Si](C)(C)Cl
2211939,1671197,7103.0,Active,AAV41877,C1=CC=C(C=C1)C2=CC=C(C=C2)O
2211941,1671197,5339.0,Active,AAV41877,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
2211943,1671197,5978.0,Inactive,AAV41877,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
2211945,1671197,6249.0,Inactive,AAV41877,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C
2211947,1671197,6126.0,Inactive,AAV41877,C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-]
2211949,1671197,5392.0,Active,AAV41877,COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC
2211951,1671197,112264.0,Inactive,AAV41877,CC[N+]1(CCCC1)C.[Br-]
2211953,1671197,6387.0,Active,AAV41877,CC(C)(C)S
2211955,1671197,7113.0,Active,AAV41877,CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2
2211957,1671197,5343.0,Inactive,AAV41877,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N
2211959,1671197,5974.0,Active,AAV41877,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
2211961,1671197,6234.0,Inactive,AAV41877,C1[C@H](C(=O)NO1)N
2211963,1671197,6054.0,Inactive,AAV41877,C1=CC=C(C=C1)CCO
2211965,1671197,5344.0,Inactive,AAV41877,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
2211969,1671197,6342.0,Inactive,AAV41877,CC#N
2211975,1671197,5902.0,Inactive,AAV41877,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C
2211977,1671197,6184.0,Inactive,AAV41877,CCCCCC=O
2211979,1671197,6048.0,Inactive,AAV41877,C1CN=C(N1)CC2=CC=CC=C2.Cl
2211981,1671197,5340.0,Inactive,AAV41877,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2
2211983,1671197,101925.0,Inactive,AAV41877,CCCNC(C)(C)COC(=O)C1=CC=CC=C1.Cl
2211985,1671197,6332.0,Inactive,AAV41877,CCBr
2211987,1671197,7219.0,Active,AAV41877,C1C=CC2=CC=CC=C21
2211989,1671197,5336.0,Inactive,AAV41877,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
2211991,1671197,5870.0,Inactive,AAV41877,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
2211995,1671197,6046.0,Inactive,AAV41877,C1COCCN1N=O
2211997,1671197,112412.0,Inactive,AAV41877,CC(C)(C1=CC=CC=C1)C2=CC(=C(C(=C2)N3N=C4C=CC=CC4=N3)O)C(C)(C)C5=CC=CC=C5
2211999,1671197,96350.0,Inactive,AAV41877,CC1=C(C=CS1)Br
2212001,1671197,6318.0,Active,AAV41877,C1=CC(=CC=C1C(=O)O)Cl
2212005,1671197,5216.0,Inactive,AAV41877,CCNC1=NC(=NC(=N1)Cl)NCC
2212007,1671197,5865.0,Inactive,AAV41877,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C
2212011,1671197,5780.0,Inactive,AAV41877,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O
2212013,1671197,107720.0,Active,AAV41877,COC(=O)[C@]12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
2212015,1671197,98282.0,Active,AAV41877,CC1CN(NC1=O)C2=CC=CC=C2
2212017,1671197,6282.0,Inactive,AAV41877,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]
